peptaloid_id,coconut_id,npatlas_id,supernatural_id,zinc_id,InChIKey,Compound_InChI,smiles,MolecularFormula,IUPAC Name,Compound Name,origin_type,genus,origin_species,carbon_count,SlogP,TPSA,Exact_MW,Num_Rotatable_Bonds,Num_HBD,Num_HBA,Num_Amide_Bonds,Num_Hetero_Atoms,Num_Heavy_Atoms,Num_Atoms,Num_StereoCenters,Num_Aromatic_Rings,Num_Saturated_Rings,Num_Aliphatic_Rings,CX_LogP,CX_LogD,Heavy_Atoms,Lipinski,total_charge,qed_score,Alcohol,Aldehyde,Ketone,Carboxylic Acid,Amine,Thiol
PT002189,CNP0017526,,SN0020495,ZINC000824764522,BASPJLZESUZOIQ-UHFFFAOYSA-N,"InChI=1S/C19H16N2O5S/c1-25-13-8-5-11-9-14(27-19(24)15(11)16(13)26-2)18(23)21-12-6-3-10(4-7-12)17(20)22/h3-9H,1-2H3,(H2,20,22)(H,21,23)",O=C1SC(=CC=2C=CC(OC)=C(OC)C12)C(=O)NC3=CC=C(C=C3)C(=O)N,C19H16N2O5S,"N-(4-carbamoylphenyl)-7,8-dimethoxy-1-oxoisothiochromene-3-carboxamide",STL523410,,,,19,2.6299,107.72,384.077992612,5,2,6,2,8,27,27,0,3,0,0,2.6299,2.6299,27,4,0,0.703038922817339,0,0,5,0,2,0
PT002190,CNP0017527,,SN0020498,,BASSDWFKLNVCFK-UHFFFAOYSA-N,"InChI=1S/C36H49N3O10/c1-19(2)16-27(31(42)39-28(32(43)44)17-22-18-37-26-9-7-6-8-23(22)26)38-29(40)12-13-30(41)45-33-21(4)25-11-10-20(3)24-14-15-35(5)47-34(46-33)36(24,25)49-48-35/h6-9,18-21,24-25,27-28,33-34,37H,10-17H2,1-5H3,(H,38,40)(H,39,42)(H,43,44)",O=C(OC1OC2OC3(OOC24C(CC3)C(C)CCC4C1C)C)CCC(=O)NC(C(=O)NC(C(=O)O)CC5=CNC=6C=CC=CC65)CC(C)C,C36H49N3O10,"3-(1H-indol-3-yl)-2-[[4-methyl-2-[[4-oxo-4-[(1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecan-10-yl)oxy]butanoyl]amino]pentanoyl]amino]propanoic acid",,,,,36,4.3421,174.51,683.341794768,12,4,9,2,13,49,49,10,2,5,5,4.3421,4.3421,49,3,0,0.186131638257102,1,0,3,5,3,0
PT002191,CNP0017531,,,,BASZMNOZOUHQBR-UHFFFAOYSA-M,"InChI=1S/C16H19N3O5S/c1-2-6-18-13(20)12-11(5-7-17(12)14(21)15(22)23)19(16(18)24)9-10-4-3-8-25-10/h3-4,8,11-12H,2,5-7,9H2,1H3,(H,22,23)/p-1",O=C([O-])C(=O)N1CCC2N(C(=O)N(C(=O)C12)CCC)CC=3SC=CC3,C16H18N3O5S-,"2-[2,4-dioxo-3-propyl-1-(thiophen-2-ylmethyl)-4a,6,7,7a-tetrahydropyrrolo[3,2-d]pyrimidin-5-yl]-2-oxoacetate",,,,,16,-0.358299999999998,101.06,364.09726525591,4,0,6,4,9,25,25,2,1,2,2,-0.358299999999998,-0.358299999999998,25,4,-1,0.679401053050409,0,0,3,1,0,0
PT002192,CNP0017534,,SN0020508,,BATBXTHMSXCHAC-UHFFFAOYSA-N,"InChI=1S/C25H27N5O3/c1-33-21-7-5-19(6-8-21)28-25(32)29-14-17-12-18(16-29)24-22(9-10-23(31)30(24)15-17)27-13-20-4-2-3-11-26-20/h2-11,17-18,27H,12-16H2,1H3,(H,28,32)",O=C1C=CC(NCC2=NC=CC=C2)=C3N1CC4CN(C(=O)NC5=CC=C(OC)C=C5)CC3C4,C25H27N5O3,"N-(4-methoxyphenyl)-6-oxo-3-(pyridin-2-ylmethylamino)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-diene-11-carboxamide",,,,,25,3.5152,88.49,445.211389724,5,2,6,2,8,33,33,2,3,1,2,3.5152,3.5152,33,4,0,0.627480113467294,0,0,3,0,2,0
PT002193,CNP0017535,,,,BATCTBJIJJEPHM-UHFFFAOYSA-N,"InChI=1S/C23H20F3N5O2/c24-23(25,26)18-6-7-21(27-15-18)33-19-4-1-3-17(14-19)13-16-8-11-31(12-9-16)22(32)29-20-5-2-10-28-30-20/h1-7,10,13-15H,8-9,11-12H2,(H,29,30,32)",O=C(NC1=NN=CC=C1)N2CCC(=CC=3C=CC=C(OC4=NC=C(C=C4)C(F)(F)F)C3)CC2,C23H20F3N5O2,N-pyridazin-3-yl-4-[[3-[5-(trifluoromethyl)pyridin-2-yl]oxyphenyl]methylidene]piperidine-1-carboxamide,PF-04457845,,,,23,5.394,80.24,455.15690954,4,1,5,2,10,33,33,0,3,1,1,5.394,5.394,33,3,0,0.570336630383963,0,0,3,0,1,0
PT002194,CNP0017548,,,,BATSWSYTXABJAO-UHFFFAOYSA-O,"InChI=1S/C15H24N4O6/c1-6(13(16)23)18-14(24)7-2-9(12(22)11(21)3-7)19-15(25)10-4-8(20)5-17-10/h2,6,8-12,17,20-22H,3-5H2,1H3,(H2,16,23)(H,18,24)(H,19,25)/p+1",O=C(NC(C(=O)N)C)C1=CC(NC(=O)C2CC(O)C[NH2+]2)C(O)C(O)C1,C15H25N4O6+,"N-[3-[(1-amino-1-oxopropan-2-yl)carbamoyl]-5,6-dihydroxycyclohex-2-en-1-yl]-4-hydroxypyrrolidin-1-ium-2-carboxamide",,,,,15,-4.7903,178.59,357.17686094009,5,7,6,3,10,25,25,6,0,1,2,-4.7903,-4.7903,25,3,1,0.259351757079337,3,0,3,0,4,0
PT002195,CNP0017560,,SN0020536,,BAUFIASSRJGSBQ-UHFFFAOYSA-N,"InChI=1S/C23H24N4O6/c28-20(12-26-23(32)33-14-15-6-2-1-3-7-15)25-13-21(29)27-19(22(30)31)10-16-11-24-18-9-5-4-8-17(16)18/h1-9,11,19,24H,10,12-14H2,(H,25,28)(H,26,32)(H,27,29)(H,30,31)",O=C(OCC=1C=CC=CC1)NCC(=O)NCC(=O)NC(C(=O)O)CC2=CNC=3C=CC=CC32,C23H24N4O6,3-(1H-indol-3-yl)-2-[[2-[[2-(phenylmethoxycarbonylamino)acetyl]amino]acetyl]amino]propanoic acid,MLS003389339,,,,23,1.3224,149.62,452.169584488,10,5,5,3,10,33,33,1,3,0,0,1.3224,1.3224,33,4,0,0.313176122431338,1,0,2,2,4,0
PT004181,CNP0034079,,SN0040163,ZINC000012411164,CACUREABGGTWQA-UHFFFAOYSA-N,"InChI=1S/C22H21N3O5/c1-2-9-23-22(28)16-11-21(27)25(17-6-4-3-5-15(16)17)12-20(26)24-14-7-8-18-19(10-14)30-13-29-18/h3-8,10-11H,2,9,12-13H2,1H3,(H,23,28)(H,24,26)",O=C1C=C(C(=O)NCCC)C=2C=CC=CC2N1CC(=O)NC3=CC=C4OCOC4=C3,C22H21N3O5,"1-[2-(1,3-benzodioxol-5-ylamino)-2-oxoethyl]-2-oxo-N-propylquinoline-4-carboxamide",STL504776,,,,22,2.5087,98.66,407.148120772,6,2,6,2,8,30,30,0,3,0,1,2.5087,2.5087,30,4,0,0.6542687124935,0,0,5,1,2,0
PT004182,CNP0034081,,SN0040165,,CACVOKWNBPYIOO-UHFFFAOYSA-N,"InChI=1S/C23H31N3O5/c1-22(2,11-20(28)29)10-19(27)25-15-23(16-25)14-24(12-18-13-31-9-8-26(18)23)21(30)17-6-4-3-5-7-17/h3-7,18H,8-16H2,1-2H3,(H,28,29)",O=C(O)CC(C)(C)CC(=O)N1CC2(N3CCOCC3CN(C(=O)C=4C=CC=CC4)C2)C1,C23H31N3O5,"5-(8-benzoylspiro[1,3,4,7,9,9a-hexahydropyrazino[2,1-c][1,4]oxazine-6,3'-azetidine]-1'-yl)-3,3-dimethyl-5-oxopentanoic acid",,,,,23,1.3152,90.39,429.226371092,5,1,5,2,8,31,31,1,1,3,3,1.3152,1.3152,31,4,0,0.75926257338913,1,0,2,1,0,0
PT004183,CNP0034090,,SN0040173,,CADGRVNWIRDJND-UHFFFAOYSA-N,"InChI=1S/C23H33N3O4S/c1-29-17-8-6-16(7-9-17)23(10-12-30-13-11-23)15-24-20(27)5-3-2-4-19-21-18(14-31-19)25-22(28)26-21/h6-9,18-19,21H,2-5,10-15H2,1H3,(H,24,27)(H2,25,26,28)",O=C1NC2CSC(CCCCC(=O)NCC3(C4=CC=C(OC)C=C4)CCOCC3)C2N1,C23H33N3O4S,"N-[[4-(4-methoxyphenyl)oxan-4-yl]methyl]-5-(2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl)pentanamide",,,,,23,2.5854,88.69,447.219177536,9,3,5,3,8,31,31,3,1,3,3,2.5854,2.5854,31,4,0,0.400027600428042,0,0,3,0,3,0
PT004184,CNP0034105,,SN0040193,,CADYLDNVEQKSQH-UHFFFAOYSA-N,"InChI=1S/C20H20N2O8S/c1-28-11-4-3-9(14(24)15(11)29-2)7-10-17(25)22-20(18(26)21-10)8-19(27)13(23)6-5-12(31-20)16(19)30-22/h3-7,12-13,16,23-24,27H,8H2,1-2H3,(H,21,26)",O=C1C(=CC2=CC=C(OC)C(OC)=C2O)NC(=O)C34SC5C=CC(O)C(O)(C3)C5ON14,C20H20N2O8S,"9,10-dihydroxy-4-[(2-hydroxy-3,4-dimethoxyphenyl)methylidene]-7-oxa-14-thia-3,6-diazatetracyclo[7.5.1.01,6.08,13]pentadec-11-ene-2,5-dione",,,,,20,-0.1139,137.79,448.0940366,3,4,9,2,11,31,31,5,1,4,5,-0.1139,-0.1139,31,4,0,0.3684693243133,3,0,6,0,1,0
PT004185,CNP0034130,,SN0040221,ZINC000012376462,CAEYYTFWYQEHTR-UHFFFAOYSA-N,"InChI=1S/C25H19ClFN3O3/c26-20-12-17(10-11-21(20)27)29-23(31)15-30-22-9-5-4-8-18(22)19(13-24(30)32)25(33)28-14-16-6-2-1-3-7-16/h1-13H,14-15H2,(H,28,33)(H,29,31)",O=C1C=C(C(=O)NCC=2C=CC=CC2)C=3C=CC=CC3N1CC(=O)NC4=CC=C(F)C(Cl)=C4,C25H19ClFN3O3,N-benzyl-1-[2-(3-chloro-4-fluoroanilino)-2-oxoethyl]-2-oxoquinoline-4-carboxamide,STL504777,,,,25,4.3627,80.2,463.109897368,6,2,4,2,8,33,33,0,4,0,0,4.3627,4.3627,33,4,0,0.445529604928572,0,0,3,0,2,0
PT050149,CNP0412848,,SN0484826,,ZZYAZBKJJSWHHK-UHFFFAOYSA-N,"InChI=1S/C18H25N3O3/c1-11(2)17(19-12(3)22)18(24)20-8-13-7-14(10-20)15-5-4-6-16(23)21(15)9-13/h4-6,11,13-14,17H,7-10H2,1-3H3,(H,19,22)",O=C1C=CC=C2N1CC3CN(C(=O)C(NC(=O)C)C(C)C)CC2C3,C18H25N3O3,"N-[3-methyl-1-oxo-1-(6-oxo-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-11-yl)butan-2-yl]acetamide",,,,,18,0.954699999999999,71.41,331.18959166,3,1,4,2,6,24,24,3,1,1,2,0.954699999999999,0.954699999999999,24,4,0,0.896466482553912,0,0,3,0,1,0
PT050150,CNP0412886,,SN0484864,,ZZZCVVSDKFDQJU-UHFFFAOYSA-N,"InChI=1S/C23H39N3O8/c1-9-12(6)15-22(31)33-17(10(2)3)20(29)24-13(7)19(28)26-16(14(8)27)23(32)34-18(11(4)5)21(30)25-15/h10-18,27H,9H2,1-8H3,(H,24,29)(H,25,30)(H,26,28)",O=C1OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)NC1C(O)C)C)C(C)C)C(C)CC)C(C)C,C23H39N3O8,"3-butan-2-yl-9-(1-hydroxyethyl)-12-methyl-6,15-di(propan-2-yl)-1,7-dioxa-4,10,13-triazacyclopentadecane-2,5,8,11,14-pentone",Sarcodon scabrosus Depsipeptide,,,,23,0.0368000000000037,160.13,485.273715208,5,4,8,3,11,34,34,7,0,1,1,0.0368000000000037,0.0368000000000037,34,4,0,0.397055091146768,1,0,3,2,3,0
PT050151,,NPA000027,SN0250499,,NNSMCJXCEMTDJF-DULUVLRMSA-N,"InChI=1S/C41H57N3O9/c1-24(2)21-30-39(48)52-34(26(5)6)37(46)44(10)32(23-29-19-15-12-16-20-29)41(50)53-35(27(7)8)38(47)43(9)31(22-28-17-13-11-14-18-28)40(49)51-33(25(3)4)36(45)42-30/h11-20,24-27,30-35H,21-23H2,1-10H3,(H,42,45)/t30-,31-,32-,33+,34+,35+/m0/s1",CC(C)C[C@H]1C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N1)C(C)C)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C,C41H57N3O9,"(3S,6R,9S,12R,15S,18R)-3,9-dibenzyl-4,10-dimethyl-15-(2-methylpropyl)-6,12,18-tri(propan-2-yl)-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone",Beauvericin E,Fungus,Beauveria,sp. FKI-1366,41,4.37370000000001,148.62,735.409480404,9,1,9,3,12,53,53,6,2,1,1,4.37370000000001,4.37370000000001,53,3,0,0.292867550858923,0,0,3,3,1,0
